Gene	Log2 Fold Change	p-value
paip2b	0.7370153952305901	0.0024569659653891182
ENSDARG00000117354	1.9104911850796664	0.002457473881425589
rab8a	0.821672469059385	0.002459818737379916
nkx6.1	0.9697065448800137	0.0024608105907362302
lmbr1	1.7025354951844014	0.0024612390636906067
yju2b	0.706818759706162	0.002461405846257528
als2b	0.5312425911277736	0.0024616421766334028
neu3.5	0.8034927541588268	0.0024620383438737604
opn1mw4	0.5914585035235733	0.0024623887394098804
tmed5	0.8583006135375206	0.002466448829452
si:ch211-159i8.4	0.6632709044337058	0.002467245027532208
nup133	1.0158705032217006	0.0024688722284054955
anxa1a	0.8413606155678534	0.00247408713577644
dhx29	1.0426604404288073	0.0024750815276475564
inip	1.0417450166033757	0.002476341463011572
pdzrn3a	1.7259855038067984	0.002479395196634557
atpaf2	0.8500818600321265	0.002479513523184573
traf2a	1.3497180375933246	0.0024800982660217468
slc1a7a	0.8186605580056184	0.0024828423143027295
LOC566927	0.5372361903859975	0.0024859802323806985
phf21b	1.4333390901870964	0.0024861213429463024
cyb5a	0.6826500734505171	0.0024879970200745553
lrrc8db	1.1020932775064105	0.0024885161966991744
LOC797383	-2.163010255141332	0.0024887252183203815
mtf2	0.6933564892961784	0.0024901662298112
prdm2b	0.7826577299445162	0.0024941480377648475
LOC100536410	-inf	0.0024947372915623102
mir2189	-inf	0.0024990127250425582
mpg	1.4792417666430537	0.0024997732515467477
slc41a2a	0.6700401586512108	0.0024998247232221912
ENSDARG00000117821	1.2861260879353982	0.002502741088846327
vps8	0.789520390731955	0.002503307505631263
tab1	0.846578260061882	0.0025092640412388645
si:ch211-278p9.1	0.7465559574053652	0.00251159344598663
men1	0.7546591537246048	0.0025131151718532085
ENSDARG00000093117	0.8492640987606003	0.0025133330276330764
drosha	0.7269793938816295	0.0025147365683004332
tfdp1a	-0.51776028189087	0.00251480865591579
ENSDARG00000117243	-inf	0.0025167489081039532
tia1	0.9742155768337164	0.002517483591805314
guca1aa	0.8008018143554889	0.0025192214782718434
msl1a	0.5535116544676267	0.0025222899262355466
mid1	1.5195038696339993	0.0025254317712957463
slc24a5	1.3799361314817027	0.0025261961579311136
alk	0.9153572514213845	0.0025303709899824538
plpp5	0.7389432967068328	0.0025311731846807475
trnW	1.061908512173214	0.002532270180734191
ipmkb	0.595946005218269	0.0025348452598820607
ENSDARG00000095927	-1.8136605253802571	0.0025363069704903486
gpbp1l1	1.3665389373597798	0.0025404876945323966
ndufa7	0.7459365718396533	0.002542092336864391
arl3a	1.753823706915179	0.00254588487601576
cry5	0.917178470515419	0.00254681712020113
dao.1	1.3873130557877054	0.0025478161027589273
chst14	0.7136925642439893	0.002548510331099543
r3hcc1l	0.7246683472618651	0.002553223959773126
linc.alien	1.3672434766319712	0.0025542824983856853
npepl1	0.5041999550421326	0.002554334898393059
ENSDARG00000097321	2.5074974073424108	0.002554762157936616
slc25a44b	0.797893831375499	0.0025555466942422
ube2j1	0.6649473489410217	0.00255810409121214
slc35b4	0.7601673600245594	0.002560041049328051
si:dkey-11o18.5	0.6859138588861986	0.0025619230797504227
si:dkeyp-114g9.1	1.3738527445395483	0.002562462072901361
drgx	0.7813057578316083	0.0025626128231421848
scube3	0.7638183773899816	0.002564208529624465
ppp6r2a	0.6989280147150165	0.002565169721933692
zgc:101715	1.6609143007310372	0.002566487779743645
pgam5	0.7763529469591304	0.0025677876732295695
ptp4a2b	0.6948205401244643	0.002567957441586597
pimr120	-2.7306655839735665	0.0025688089739228405
ENSDARG00000109663	0.7908070051482318	0.002569433531415206
plin6	0.825010408986309	0.002569610781108185
ENSDARG00000104351	-inf	0.0025704658875459288
smc3	0.8956042408345603	0.002574587912119549
mrtfaa	0.7390406560461242	0.002575565754142964
ENSDARG00000097448	1.7892441769186356	0.0025801319868335093
fgl1	1.364944827498626	0.0025812981456515153
or30bu1	0.9866340948107192	0.0025832812742806834
zmp:0000000930	0.6435533610782034	0.002583307124800214
irg1l	0.8395032007912895	0.002586162313733052
lzic	0.8013708987878185	0.002589407596314718
cep97	0.7763981942224006	0.0025904338713375265
ugt5c2	1.1437384528274923	0.0025924691723853604
ern2	1.4894609259325273	0.0025955225326294764
tmem123	1.2293940605693219	0.002595607051257574
mhc2dab	1.486866615465335	0.002595734358236123
snx24	1.245506828826406	0.002596013221454847
cdk11b	0.8741912838432658	0.002597552203382754
asb15b	-1.7762295041690628	0.002598453099181133
calcrl2	0.8717599358918076	0.002599336938858309
hoxb9a	1.0290737113616553	0.002599608078458215
ENSDARG00000093306	1.6265386077044761	0.00260098541254009
METTL21C	0.825854715408629	0.002602083185970825
rps6ka2	1.8984841651445374	0.002602956582044657
rpn1	0.9537685569177955	0.002605656563754052
ENSDARG00000116666	1.864464386804571	0.0026059354290032966
smndc1	0.7089768155981135	0.00260655043994229
ENSDARG00000098736	3.2093842556515444	0.002606890307719779
arpc5lb	0.59739883593553	0.0026081818040539252
si:ch1073-429i10.3	0.9298001451885279	0.002609639725385882
ENSDARG00000094591	-inf	0.002612219060251193
zmp:0000000936	1.3132135068804627	0.002612546685876622
LOC101882575	1.3523733704225054	0.0026174885444497646
ENSDARG00000100430	1.4917517906551176	0.0026204005820527816
il13ra1	0.6660859515476587	0.0026227596252229625
sec63	0.6411359424523712	0.0026253003928862406
mtfr1l	0.8687955256942345	0.0026260225498238423
ENSDARG00000092321	1.3563817610790598	0.0026279540165251177
ch25h	1.442937434579133	0.0026292830878649233
p2ry10	0.6365365762236521	0.0026297150793094335
adam12	1.0614256555552877	0.0026317874735532687
rnf144aa	0.9198654832959128	0.0026322817478085106
gsr	0.6584636804347467	0.0026339304732855636
zfand5a	0.40037561432604213	0.002633984699319315
manf	1.0847471630645802	0.0026342080183745635
ENSDARG00000093247	1.3089546887995758	0.002637448448015954
mycbp	0.8447286699971859	0.002638279522278188
fam83c	1.5389977959762493	0.002640023771277081
gas5	1.5646335122750374	0.002643080187349745
grinaa	1.1200393435169176	0.0026457551912924394
zgc:66443	0.8294246388927398	0.002646790422120558
ENSDARG00000117372	0.9224436546251166	0.0026491899977916277
qsox2	1.1614682953025837	0.0026515389736738336
ankdd1b	1.0179819953349745	0.002651566664767912
znf1154	1.1253282316230566	0.002651940926140374
ENSDARG00000110371	0.956693291539308	0.0026536683184496088
mlec	0.8870209056714865	0.002655644203602928
ercc6	0.7119977140027415	0.0026566055562112067
rasl11a	1.0111998685523504	0.002659420530455168
mir429b	2.4068229927543334	0.0026607347872665025
tmem107l	1.00970602198563	0.0026610987931503446
rnf13	0.615254520609283	0.002662945111887919
si:dkey-30e9.6	1.364032667866535	0.0026631653454039705
actr2b	0.7687371214897041	0.0026643624331478626
LOC100536607	0.6821320136191533	0.002664660120908944
usp14	0.8993986835977034	0.002664934435011701
LOC108191587	0.8080095899299741	0.0026668834872114497
ENSDARG00000104885	0.6533345897258157	0.002667356028188371
ENSDARG00000117277	1.7216786380425462	0.002669031693791807
si:dkeyp-20g2.3	0.8512208147201399	0.0026699687167277097
ENSDARG00000116471	1.488262765171628	0.0026710731977642225
LOC101883902	2.318585235421149	0.0026732026743550396
unc5a	0.5868088025395705	0.0026735010527865802
crfb12	0.7321389655376442	0.002674135483606002
si:dkey-108k21.12	-1.099626571094719	0.002674829668972636
dhx9	0.9912009295839324	0.0026769276843001985
ENSDARG00000117638	1.1242808126826072	0.002678865226128636
apobec2a	0.9285539610924157	0.0026806494532943554
si:dkey-160o24.3	0.974151574775031	0.0026811838460950605
atl3	0.7974913226226192	0.0026821503836906954
si:ch211-191a16.2	1.4205571208454113	0.002682180929847762
auts2b	0.8310093132172236	0.0026826190589782934
ENSDARG00000045157	0.6892858983851914	0.0026828765733816775
ENSDARG00000113027	0.7887433420134508	0.0026860015829855794
c1qc	1.2634949592975566	0.002687460024098057
ptgfrnb	1.1765211718758253	0.0026935460722857076
si:ch211-226m16.2	0.6494982026948427	0.0026941799319890325
u2af1	0.9524256269817768	0.002694211712043254
ppp1r16b	1.0650827323990584	0.0026943255759977556
ENSDARG00000099680	-inf	0.0026954913782011062
phc1	0.7369543980379484	0.002696220205748017
ptrh2	0.8597344312560418	0.0027037865067417555
dnah1	1.6953643768190705	0.002704679472480743
fjx1	0.8010946714354968	0.002704810306395763
hnf1a	-0.8457524159998032	0.0027060719850819006
man1a1	0.6056069171488344	0.0027126910738360394
ENSDARG00000096961	1.0647430561246354	0.002713686590330622
bnip2	0.6610401902424806	0.0027141098887616707
napga	0.7576084164515037	0.002714239800520961
ENSDARG00000101960	2.6672170512985613	0.0027172567595236943
tbc1d10b	0.7030233396725852	0.0027185398938428668
rsph1	1.3689027051028946	0.0027194562518579814
ccdc12	0.8315517011267837	0.002719633406192627
gig2i	-inf	0.0027204807531987234
si:ch211-207i20.2	1.004223022629187	0.002723196884164144
vcana	-0.6262411055633587	0.0027265511278257906
slc39a7	0.94093291386346	0.002728566610545658
ENSDARG00000097763	2.8432444180876537	0.0027332108307886412
ENSDARG00000098243	0.659196241340298	0.002733886349787228
ENSDARG00000106808	0.8417282062615465	0.0027342230885173614
efcab11	0.9705335600575284	0.002736893585688378
cfh	0.8356584504169783	0.0027381907557747645
ENSDARG00000117739	-inf	0.0027411663540441787
mhc2d8.35a1	0.7169081813189506	0.0027418519429839557
arrb1	1.6757413041336644	0.0027424468161700664
skp1	0.7248879933363186	0.0027426649859778334
SNORD58	1.1153852204223644	0.0027449158316730114
LOC568883	0.6450742466268123	0.002748506829648017
LOC100004075	0.8497530078804877	0.0027496192470872175
polr3h	0.7393851378959096	0.0027501802874903957
wdr44	1.1601316861217519	0.002750621824308612
ENSDARG00000098068	0.7353544255809276	0.0027513681183198822
lyrm7	0.7592508458187062	0.0027517006635980413
gad1a	1.536398690937103	0.0027534859736726425
zgc:110353	0.8534434824349867	0.002753763038549162
ENSDARG00000112725	-0.6483924517432339	0.002754667657881433
frem2b	1.5792614934840472	0.002755899703425464
sbno1	0.8668756575026626	0.0027561162938100057
ENSDARG00000117246	1.9494884280164544	0.0027562641711527725
ENSDARG00000113141	1.7765235627614597	0.002756969655509162
sema5bb	1.6969804287397725	0.0027660178149023036
ENSDARG00000114395	0.9890907468656829	0.0027673676666362047
acp1	0.8711968832443042	0.002768820122585605
ccser2b	0.6018060746372654	0.0027688535242283313
si:dkey-79f11.4	1.227800071577272	0.0027701662554211553
tmx2a	0.9792864375840393	0.00277060928688717
mnx1	0.8162113092304497	0.002771705401868402
ovca2	1.135559135900559	0.0027730896598554995
LOC101885715	1.2478842366866982	0.002773464150140521
wdr43	0.5306727098591553	0.002774613695629984
pdk1	1.5898275473202046	0.002779124324199377
ENSDARG00000113454	0.9687611009350094	0.0027822200333673937
ENSDARG00000102454	1.8611534133323713	0.0027839958635131395
adgrl2a	0.6017609274698007	0.002785714333686838
ENSDARG00000117389	-0.7120623958660179	0.002789137209590194
psma5	0.8798909835095675	0.0027909574078560265
pcsk5b	0.8322395445440605	0.0027937931818906993
ly6m5	1.5956125352427128	0.0027949858592008644
snrnp27	0.6661828343367262	0.002797909256667884
ftr61	-inf	0.0028002802374548167
thbs2b	0.8086464660751903	0.0028010962467942212
bscl2	1.3733878879118495	0.0028022881501966585
or62b5	1.257190821769431	0.002804877561813414
LOC103910066	0.5194115432381902	0.002807124560379188
ENSDARG00000108953	0.982358692318069	0.002809623364609834
cst14a.2	0.9608261902011361	0.0028109801371717868
strn3	0.7067829384343105	0.0028134176895756955
trim65	1.2037438795998145	0.0028138067695897503
zgc:171717	-1.1436704234161486	0.002814478544411894
LOC101883539	2.5132897745386984	0.0028206941605121967
znhit3	0.5711301967752276	0.0028240188545011775
asip2b	0.46796561471380316	0.002824874871196091
ENSDARG00000092107	2.453324329662884	0.0028272663652673404
cyb5r2	0.5625997917493093	0.002827772693463072
mrpl20	0.7202903496113534	0.00282881889222714
ENSDARG00000097389	0.9883336633109637	0.002831302167301441
ENSDARG00000092980	1.7495297653208977	0.0028342619087278983
ENSDARG00000100413	-inf	0.0028356070395962898
si:ch73-368j24.9	-1.6162040074536816	0.0028388742839429012
mthfd2	0.8775759105925975	0.002839105462679234
scyl1	0.9544600207427095	0.002840202144695215
ENSDARG00000084995	-inf	0.0028412984074566504
dnaaf6	0.9308058649473199	0.0028433765809246663
pitx3	0.8373976604684642	0.0028456341887407206
prim2	0.996864523302736	0.0028563220988874413
lipg	0.7407640863716759	0.0028566995705247293
ENSDARG00000096666	-inf	0.00285914836583131
tomm22	0.8186332404777273	0.0028599335656484546
jarid2b	0.7212212738241024	0.002860825946251635
si:dkey-85k15.6	-1.660630864300411	0.0028626963589805953
tbx22	2.005603344488418	0.0028630945524375983
ENSDARG00000081580	0.77582481858499	0.0028647387196278806
sgpp1a	0.6800093194166847	0.0028662080954641833
vps53	0.7316625374613263	0.002868081078404528
ENSDARG00000070215	1.2658587189732013	0.0028692852298754143
cacnb1	1.1408137452300229	0.0028694485187371085
eif4eb	0.7546810702164765	0.002869872398394547
si:ch1073-390k14.1	0.8402748818034955	0.002876028134592595
ENSDARG00000094140	1.0294760073361207	0.002877407734844858
efhd2	0.6398852041967875	0.002880726618473708
si:rp71-1i20.2	1.26645419861406	0.0028812462550703933
ctnnb2	0.9712232813499051	0.002882676152546872
adgrg11	0.9244887677752693	0.0028833032885105083
ENSDARG00000092834	-inf	0.0028869176932874996
castor1	0.6401907084747841	0.0028880183389703965
telo2	0.9559308648581548	0.0028884509645145996
ENSDARG00000097888	2.492793305499802	0.002890915183695618
rasd2b	0.7716957784162717	0.00289159409241804
ENSDARG00000105501	1.0244579745303604	0.002891609317290722
ENSDARG00000104887	1.0370646385177253	0.0028919438789986817
mix23	0.8798015588497166	0.002892423452323238
dock10	-0.7719806557446927	0.0028962834334071252
trmt5	0.7009100697992368	0.00289688712608541
kcnh1a	1.8989098876178943	0.00289890919456068
ENSDARG00000103247	-0.7668083735525588	0.002903873454756929
ncoa1	0.5707620788260371	0.002911481858371503
gsnb	1.0282022740008576	0.0029124683957568657
nip7	0.5901167719900944	0.0029134948654372422
uqcc5	0.6584302694833253	0.0029137577253629757
hdlbpa	0.67337651077518	0.002914657751693327
mcm3l	1.5478191330422737	0.002914967302190483
grem1a	1.181972733277024	0.0029149853780748715
zgc:136870	0.7226920036240614	0.0029154532176321945
si:ch73-311h14.2	0.7589932380048207	0.0029160333841679745
akip1	0.7880059785542718	0.0029198230495347983
paqr4b	1.2440579761605857	0.0029237838260312045
galnt12	1.03416295908997	0.0029239186467544267
phaf1	1.8159024950519174	0.002924199356605115
ENSDARG00000115435	1.4160669602824107	0.002924316650932286
rnf181	0.7341076450196261	0.0029257612844483722
si:dkey-253d23.9	1.226926723923564	0.0029262104299950862
si:dkey-56e3.3	0.8217250424151908	0.002931093125587122
drap1	0.7781760471318923	0.002933398923482273
tp53i13	0.5643535744747824	0.0029353832981145996
snrpd3l	0.994901162013075	0.0029374806992802844
ENSDARG00000093047	1.349519413131875	0.0029378858110264976
gpr160	1.1815242444302294	0.002939358721267526
dcp1b	0.6859003445085142	0.002939392855128928
aak1b	0.6953113868863442	0.0029406190174814896
fzd8a	0.7267780242949694	0.0029426534335480316
rnpep	1.1519826665462183	0.00294629446043629
sox32	0.9543855930290802	0.002946840719724967
akirin1	0.900533657913276	0.0029474298101170747
brd9	0.7602346771684539	0.002951135056884381
sgo1	1.0839280276649692	0.0029528391130844854
dre-mir-10b-2	-inf	0.002953893973996589
ENSDARG00000089794	2.122614483441535	0.002955665676567114
ENSDARG00000117382	0.5778533535217524	0.0029607587854380635
tmem14cb	2.258708007189929	0.0029624382078339223
si:ch211-57n23.1	1.802247713169747	0.0029667971703767233
ENSDARG00000088039	-0.6255514414699982	0.002969577516674044
mvda	1.0975657160067394	0.00296968454365505
virma	0.8121402369274753	0.0029699470287546034
lsm14b	-0.7790253749974642	0.0029719233517610565
mtg1	0.4960694451933722	0.0029734500160544025
snrpd2	0.9947435878470332	0.0029749514616376916
LOC103910168	-2.189971596182194	0.0029755677050922846
nup42	0.7113313285421436	0.002978483488265186
dnah10	1.461930789041819	0.002979858509263602
ptprua	0.7435766431879107	0.0029800440291096663
tbc1d10c	0.44015842711798264	0.0029811299892924625
smarcd3a	0.679936515192897	0.0029817038952444524
ccnj	0.6871727598962356	0.0029832447159023143
yju2	0.8601559014810416	0.0029837579499034047
si:dkeyp-2c8.3	3.158245132575281	0.0029872328121286745
fam111.2	1.5337809416028445	0.0029876657309345373
znf1051	-1.4752652144355682	0.0030101480378300605
fam110d	0.7003370856712341	0.0030114569263883706
ENSDARG00000098657	-inf	0.0030116580776449664
moxd1	1.4822538057678951	0.0030162833068333172
si:ch211-245h14.1	1.049024368144101	0.003017786962713837
brpf3b	1.049382276381526	0.003020339306761489
srpra	0.6867934928119342	0.0030224508709066874
ogfod3	1.2326132364416005	0.003023553710426721
itga2b	1.380016181932331	0.0030244236652176362
ift57	0.8341001357893859	0.0030270804934793586
ENSDARG00000102595	0.3379417816268287	0.0030275952430487644
ENSDARG00000098557	0.6527763454157092	0.0030291562199256366
myo1b	0.629746091704069	0.003031652002702156
uggt2	0.6986594731125355	0.0030379083319828533
rab11fip5a	1.2465443692380502	0.0030379440351049297
alg1	0.6788882334560216	0.0030384011260000997
rxfp2l	0.9643844095273068	0.0030405656180069345
crk	0.70005673102761	0.0030406727832112007
LOC570115	-1.3798616966427146	0.003041410017007099
mettl9	0.9300269862992063	0.003042844884659375
LOC100333901	1.0165094277019522	0.0030464551634102792
fermt3b	0.7209141078887205	0.0030483877189179443
itcha	1.8662328822633432	0.003049463348587271
si:dkey-220k22.1	0.9074979421914858	0.003050795850199633
ENSDARG00000092082	2.445368133910191	0.0030515395285356946
eif4a1a	0.9006284601658103	0.003051694510417099
trappc12	0.5771364521544546	0.003054381594441254
klf5a	0.5863983200442398	0.0030552196185807475
smad6b	1.3309156210351307	0.003056395011467826
sil1	0.8067515935972105	0.003056722241485781
cnn3b	0.9876645708950901	0.0030567630698604647
crsp7	0.7039124150630799	0.003061806956983646
cab39	1.03379950634505	0.0030630828550760633
colgalt2b	2.337572656184439	0.0030635365493493364
adap2	1.2444355208788065	0.003065248068975432
tprb	0.8335686922069669	0.003065456868217954
fam117aa	0.7043821540676749	0.0030657247891887622
SNORD18	0.892666341083606	0.0030660536279542
zgc:66474	0.7379345290090832	0.0030676331835717235
mctp1a	0.6046772306239458	0.0030677296579548234
znf638	0.6535108813650068	0.0030700096767526616
atp5pd	0.7427232316772634	0.003072966408577791
agtrap	0.6852252126113885	0.003073912904864943
LOC103908714	0.9364232928739223	0.0030747201744695456
si:dkey-88n24.9	-inf	0.0030794143604740876
LOC100000155	0.7010462201739364	0.0030807775722347516
ENSDARG00000113313	0.8822875396797459	0.0030827857158062097
tbr1b	0.6943359196771837	0.0030867519134851053
gsna	0.7443276005952768	0.0030894992738791384
PSMD2	0.7895905165552635	0.0030938926568336144
zfand1	0.9372917364180271	0.003104067487419338
top3a	0.6561021214943052	0.0031082602381552094
nampt3.1	-5.007555296813323	0.003108493141178003
LOC100535043	-inf	0.0031085106412492617
golim4b	0.7759563070236204	0.0031085660979738596
anapc5	0.7240365625392055	0.0031097203132221273
nfe2l1b	0.6540388149909827	0.003111103917593186
LOC101885033	0.8292487510187435	0.0031122193936161694
si:dkey-93h22.7	0.8338102059501471	0.003116931978907662
rps6ka5	1.1475486746331311	0.003118434848488482
bbs10	1.1387065338170261	0.003118764079631093
lrch3	1.085067422569352	0.00312145344486983
ino80da	1.3020997715552054	0.003123298216449903
ENSDARG00000102829	0.8194647984536324	0.003127098282819777
rhogc	0.7609599201054742	0.0031274037980268546
jag1a	0.7129074718032307	0.003129858126495425
csgalnact2	0.7323333917020545	0.0031313995978899723
napab	0.6213389236751705	0.0031357985276185677
tapbp.2	0.7814682226669664	0.00313953420580703
si:ch211-113a14.17	-1.6718573762174636	0.003147404453260579
si:dkey-98f17.5	1.3990533035777593	0.003147892819016385
slc19a3b	1.3470239682849028	0.0031495409743373067
serpina10b	0.6892156190114698	0.003149655351780717
isl1a	0.934114899862551	0.003156454538384145
mars1	0.8392109908802182	0.0031615758585720835
agap1	0.8603483632922655	0.003163982286439255
ENSDARG00000094710	0.6592733474331325	0.003166381267474888
elavl1b	0.7049099479083953	0.003167879217887438
LOC108191510	-4.486206695410967	0.0031688895872318034
pcdh1b	0.6036687605944112	0.0031719224652840814
nrbf2b	0.7504918395813186	0.0031725468098478763
acer2	4.376764645019829	0.0031729787190803516
chst7	0.6968463405734135	0.0031730374016980594
GPR135	-inf	0.003177747060919231
ENSDARG00000097461	1.4351689490490716	0.0031791582953342224
si:ch73-103b9.2	1.3314932767346368	0.0031805375192566327
zgc:171844	0.7440261239470225	0.0031815007247442424
ppp2r5a	0.5770955812672862	0.0031831174179318858
wnt4	0.7731004797175596	0.003183251539083379
commd8	0.8545111369950388	0.0031851815297929582
adgrf6	0.8115267745688961	0.003185358114133436
septin2	0.8714381891574273	0.0031881107913531146
btr31	1.2416205666623505	0.003190307509318992
si:ch211-63p21.3	0.39007347312182766	0.0031903725117738185
ccl34a.3	-inf	0.003190885657430227
selenof	1.0039105517789517	0.0031936454014392544
LOC108183709	-1.4018141113477052	0.00319402853966982
cnnm2a	1.4566577346340157	0.0031976450438580342
ttc34	2.1935011190895923	0.0032004872666717378
tbl2	0.7748093379724269	0.003200930300961987
gde1	0.7446571875676935	0.0032033791333632403
tm9sf3	0.7139553825425918	0.0032060405615580694
si:dkey-40h20.1	1.1154618518535255	0.003206051502315894
dnajb13	1.3453782226728161	0.0032086679121785208
dynll1	0.8276611437038071	0.0032119224769484494
hid1b	1.3395794011322966	0.0032134153953905895
si:ch211-127n13.2	0.9800880125397994	0.0032179258952060447
si:dkey-48g21.7	1.0001597923704797	0.0032189161189751514
gbp3	0.7424608063952864	0.0032243740790966285
slc46a1	1.184027737471115	0.0032264677723778624
zp3d.2	1.1409206241391359	0.00322672091381803
parp14rs1	0.6776018177529357	0.0032304063044442484
ENSDARG00000093577	1.273371422141285	0.003231453844966474
slc4a4b	0.5162455212972141	0.0032351938159788777
spsb4b	0.8241111325822188	0.003237621404312007
ENSDARG00000098603	0.8229779513166122	0.003239105665374646
ifih1	0.646356361426682	0.003239384223435108
arhgef37	0.8584204383370672	0.0032403192108667947
pfkmb	0.7444723704790583	0.0032411467046019717
ENSDARG00000067817	0.8118116099914476	0.003243804271867408
napgb	1.4459254160922805	0.003243928704066319
rap1b	0.8842486990951284	0.0032460838844181714
pdzd2	1.166206115343296	0.003246305343540803
mbtps2	0.6539986883092729	0.0032464147693179496
ENSDARG00000103721	-2.1107744335356067	0.0032496192095351254
kcnmb2a	1.033705413816876	0.0032575822236523893
LOC100004499	1.3055410416750362	0.0032594187528450064
syngr2a	0.49117268095691363	0.0032600554139719006
ndufaf7	0.7014263844229951	0.003262145360773799
map3k21	0.8882768196678537	0.003263288813405016
or42d2	-inf	0.003264095523204006
thoc1	0.8002756376126965	0.003270256919930967
clp1	0.7908577883398017	0.003272555009679599
impdh1b	0.9555772413650053	0.0032743916432761257
gemin5	0.7193869722318598	0.0032745270728020107
or113-4	0.7635482061901573	0.0032767946103317586
coro7	1.8417532627070023	0.003278025351859993
si:ch73-170d6.2	0.720683613147304	0.003278947670517129
insl5a	0.5005095517094763	0.0032815707776760977
si:ch211-264e16.1	1.3351252363371247	0.0032850837424988994
magt1	0.6043132226386912	0.003287127189711549
gsto2	0.43408894880976484	0.003287892196548613
hdac7b	0.9762198637243568	0.0032901924930971694
col7a1l	0.6370074434061902	0.0032903673695987767
timm10b	0.7944158326194322	0.003295414716108596
ube2ia	0.8325418694168472	0.003296619097642619
irf6	0.6201510951288243	0.003298702467516678
si:dkey-165a24.10	1.6684396016111156	0.0033040357163694562
hmgn2	1.068059539188081	0.0033060503896204406
ENSDARG00000099650	1.1129074434871173	0.0033083846903632285
mtx1b	0.9844147941500743	0.003308928656478497
anks3	0.7214636191970869	0.0033095608950471276
kcna1b	0.74031985552666	0.0033112114865083936
stx18	0.5428019373702517	0.0033143192124271683
LOC571446	1.8833623006466425	0.003314405363884696
hk2	0.6051095466478066	0.003316354887750949
trpm6	0.6586265313499317	0.00331871201928793
ENSDARG00000059693	0.7497813463825664	0.003321319886084608
dnajb11	1.0151707107045125	0.0033217209717830622
vtg5	1.8248161807747922	0.003322078135457447
foxl2a	1.3321371568397897	0.003323573788848631
ENSDARG00000093512	1.0104808626458854	0.0033243886283676424
il13	1.3975131952060673	0.0033247712666812958
nccrp1	0.6661782975758664	0.003325273040627648
pard3ba	0.5579343241724204	0.003326894246064679
epha2b	0.9884438835378413	0.003328243130209523
cracr2aa	0.6729710654990534	0.00332857691292072
zgc:113625	0.6003640209867748	0.003329521196354532
zgc:163022	0.7107141010430127	0.0033324591678292464
ugdh	0.8566285029893649	0.0033331762280885287
sox13	0.8709985932143594	0.0033346856767514726
mtbp	0.9605465662879714	0.003335423968822581
csrp3	1.002579674663661	0.00333613845857044
slc9a3.2	3.410951673775643	0.0033368664487691676
ENSDARG00000093927	1.6318201444792568	0.0033371443549034354
ENSDARG00000090392	-0.7341077775158523	0.003338674792344165
ythdc2	1.9996789984995245	0.0033412067819824447
doc2b	0.9940122925733362	0.0033415003742758103
gpc2	1.4071698906894274	0.0033435548169004274
pcdh8	0.6893494320628116	0.003351983601453192
si:ch73-335l21.2	0.9385235262060027	0.003356933211268995
gtf2h5	0.7531005936942391	0.0033579637482312012
xpnpep1	0.5315990799410913	0.0033594432555248154
tmem70	1.015498025959576	0.0033595661397097555
ENSDARG00000095907	0.6230590409909069	0.003360327925943673
lrrc59	-0.5033035652901321	0.003361241828543059
ENSDARG00000093732	0.44754283328916133	0.0033616069795478648
leo1	0.7635636394750266	0.0033682784367156165
cxxc5b	0.7744602732427379	0.0033693104186657313
hsdl1	0.960386906541044	0.0033698100258110235
otofb	0.5628332722511954	0.003371907038438288
itih3a.1	0.3990479498517087	0.003372631725932984
tax1bp1a	0.5387457417862732	0.0033775268852371926
frrs1b	1.17816379548496	0.003378748122435134
ENSDARG00000104142	-1.7466115764185255	0.003380594112179173
prph2la	1.1290137561532267	0.0033811807824350487
gpalpp1	0.8570787467431156	0.003382528328429793
cdh26.1	0.8107662046624299	0.003386121114242705
timm9	0.9493366708042423	0.0033902623985972834
havcr1	0.8145882487636913	0.0033920464618782194
LOC797104	0.7878031013427903	0.0033943599059157825
mfap4.13	-1.8904296621934495	0.0033956679833794484
ndufa9b	1.658211868117836	0.0033973213957654937
tmem144a	0.5916851629941507	0.0033985537250876127
nudt1	0.7410731354215706	0.0034029717047542245
tlr4bb	0.5898690303044569	0.003403440319351235
ugt5g2	0.633850584490347	0.003405369060710746
ptbp2a	0.729768708769124	0.003406937013983675
aco1	2.0537460694816363	0.003407878894186579
wdr35	0.8472131432962602	0.0034091778363528184
iqcb1	0.9574213597808646	0.003410178346806168
med19b	0.705227876194521	0.0034140785894446047
ENSDARG00000093743	1.6118401494923904	0.0034152370891642947
prss59	-0.3461780640438926	0.0034283244957659972
mfsd13al	1.4470464255421227	0.003430825803005728
ENSDARG00000114113	0.9660530604145843	0.0034384680268620183
rorca	0.9775615704552483	0.003441409710436737
LOC100008066	-inf	0.0034444211838938737
srbd1	0.7719421916844746	0.003445684712690772
mrps17	0.8332319226886263	0.003446119433337815
tcf7l2	0.7812946271998111	0.0034538119545758947
ednrab	-0.8516974747425726	0.003454266298855156
si:ch73-299h12.4	0.9476947220883317	0.003454762187668113
ENSDARG00000093080	1.8675500229890836	0.0034591141780322527
fkbp15b	0.665117401128071	0.003459747007858066
LOC100005907	1.9154846566086527	0.003460499515690967
adam10b	1.8286586463307237	0.0034617889750582923
ENSDARG00000099967	-1.571368286567911	0.003462187823806348
pin4	0.9352055888723112	0.0034644762488293753
serpinf2b	0.4993580598326957	0.0034654561658335314
